ufz_chemical_name	CAS_fixed	Inchikey	ScreeningMethod	class_1	class_2	class_3	MoA_broad	MoA_specific	molecular_target	sites_type	sites	MDL_ngL	unit	conc	Matrix
0491_N-Formyl-4-aminoantipyrine	CASRN=1672-58-8	WSJBSKRPKADYRQ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	unknown	n/a	n/a	Freshwater	A_R3	2	ngL	0.245	Water
0492_2,4-Dichlorophenol	CASRN=120-83-2	HFZWRUODUSTPEG-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	unknown	n/a	n/a	Freshwater	A_R2	8	ngL	0.30361900000000003	Water
0492_2,4-Dichlorophenol	CASRN=120-83-2	HFZWRUODUSTPEG-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	unknown	n/a	n/a	Freshwater	A_R3	8	ngL	715.493	Water
0492_2,4-Dichlorophenol	CASRN=120-83-2	HFZWRUODUSTPEG-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	unknown	n/a	n/a	Freshwater	M_R1	8	ngL	798.964158	Water
0492_2,4-Dichlorophenol	CASRN=120-83-2	HFZWRUODUSTPEG-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	unknown	n/a	n/a	Freshwater	M_T1	8	ngL	31.477792	Water
0492_2,4-Dichlorophenol	CASRN=120-83-2	HFZWRUODUSTPEG-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	unknown	n/a	n/a	Freshwater	M_T2	8	ngL	0.976463	Water
0496_Genistein	CASRN=446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Freshwater	A_R1	1	ngL	5.994337	Water
0496_Genistein	CASRN=446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Freshwater	A_R2	1	ngL	8.702834	Water
0496_Genistein	CASRN=446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Freshwater	M_R1	1	ngL	1.211772	Water
0496_Genistein	CASRN=446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Freshwater	M_T1	1	ngL	3.134418	Water
0496_Genistein	CASRN=446-72-0	TZBJGXHYKVUXJN-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine, Mitosis/Cell cycle	Estrogen receptor agonist, Angiogenesis inhibition, Protein tyrosine kinase inhibition, DNA topoisomerase II inhibition	Estrogen receptor, Protein tyrosine kinase, DNA topoisomerase II	Freshwater	M_T2	1	ngL	1.624344	Water
0497_Daidzein	CASRN=486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Freshwater	A_R1	1	ngL	20.190678	Water
0497_Daidzein	CASRN=486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Freshwater	A_R2	1	ngL	33.361073	Water
0497_Daidzein	CASRN=486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Freshwater	A_RS2	1	ngL	0.77778	Water
0497_Daidzein	CASRN=486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Freshwater	M_R1	1	ngL	3.806779	Water
0497_Daidzein	CASRN=486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Freshwater	M_RS1	1	ngL	0.872764	Water
0497_Daidzein	CASRN=486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Freshwater	M_T1	1	ngL	16.984335	Water
0497_Daidzein	CASRN=486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Freshwater	M_T2	1	ngL	9.072704	Water
0497_Daidzein	CASRN=486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	Freshwater	M_T3	1	ngL	0.650497	Water
0504_Bisphenol S	CASRN=80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Freshwater	A_R2	0.7	ngL	8.469968	Water
0504_Bisphenol S	CASRN=80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Freshwater	M_R1	0.7	ngL	2.553786	Water
0504_Bisphenol S	CASRN=80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Freshwater	M_T1	0.7	ngL	50.814081	Water
0504_Bisphenol S	CASRN=80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Freshwater	M_T2	0.7	ngL	9.015477	Water
0504_Bisphenol S	CASRN=80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	Freshwater	M_T3	0.7	ngL	13.029322	Water
0508_Picolinafen	CASRN=137641-05-5	CWKFPEBMTGKLKX-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	phenyl ether	Carotenoid biosynthesis inhibition	Phytoene desaturase inhibition	Phytoene desaturase	Freshwater	A_R3	10	ngL	0.534	Water
0510_Diphenhydramine	CASRN=58-73-1	ZZVUWRFHKOJYTH-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antineoplastic	immunosuppressant	Antihistamine, Neuroactive	Histamine receptor antagonist, Sodium channel inhibition, mAChR antagonist	Histamine H1 receptor, Sodium channels, Muscarinic acetylcholine receptor (mAChR)	Freshwater	M_R1	3	ngL	1.329813	Water
0510_Diphenhydramine	CASRN=58-73-1	ZZVUWRFHKOJYTH-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antineoplastic	immunosuppressant	Antihistamine, Neuroactive	Histamine receptor antagonist, Sodium channel inhibition, mAChR antagonist	Histamine H1 receptor, Sodium channels, Muscarinic acetylcholine receptor (mAChR)	Freshwater	M_T1	3	ngL	3.632047	Water
0511_Acetyl-sulfamethoxazole	CASRN=21312-10-7	GXPIUNZCALHVBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antibiotic	sulfonamide	unknown	n/a	n/a	Freshwater	A_R2	1	ngL	2.015318	Water
0511_Acetyl-sulfamethoxazole	CASRN=21312-10-7	GXPIUNZCALHVBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antibiotic	sulfonamide	unknown	n/a	n/a	Freshwater	M_R1	1	ngL	13.718624	Water
0511_Acetyl-sulfamethoxazole	CASRN=21312-10-7	GXPIUNZCALHVBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antibiotic	sulfonamide	unknown	n/a	n/a	Freshwater	M_T1	1	ngL	22.647523	Water
0511_Acetyl-sulfamethoxazole	CASRN=21312-10-7	GXPIUNZCALHVBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antibiotic	sulfonamide	unknown	n/a	n/a	Freshwater	M_T2	1	ngL	6.042572	Water
0512_Citalopram	CASRN=59729-33-8	WSEQXVZVJXJVFP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	SSRI	Neuroactive	Selective Serotonin reuptake inhibition (SSRI)	Sodium-dependent serotonin transporter	Freshwater	A_R2	0.7	ngL	1.322961	Water
0512_Citalopram	CASRN=59729-33-8	WSEQXVZVJXJVFP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	SSRI	Neuroactive	Selective Serotonin reuptake inhibition (SSRI)	Sodium-dependent serotonin transporter	Freshwater	M_R1	0.7	ngL	3.494437	Water
0512_Citalopram	CASRN=59729-33-8	WSEQXVZVJXJVFP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	SSRI	Neuroactive	Selective Serotonin reuptake inhibition (SSRI)	Sodium-dependent serotonin transporter	Freshwater	M_T1	0.7	ngL	25.893464	Water
0512_Citalopram	CASRN=59729-33-8	WSEQXVZVJXJVFP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	SSRI	Neuroactive	Selective Serotonin reuptake inhibition (SSRI)	Sodium-dependent serotonin transporter	Freshwater	M_T2	0.7	ngL	170.721018	Water
0513_Secobarbital	CASRN=76-73-3	KQPKPCNLIDLUMF-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	sedative	barbiturate	Neuroactive	GABA(A) receptor potentiator	GABA(A) receptor	Freshwater	M_T1	0.5	ngL	14.608126	Water
0527_Amitriptyline	CASRN=50-48-6	KRMDCWKBEZIMAB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	non-selective monoamine reuptake inhibitor	Neuroactive	Serotonin-noradrenaline reuptake inhibition (SNRI), Serotonin receptor antagonist	Sodium-dependent serotonin and noradrenaline transporter, Serotonin 5-HT2A receptor	Freshwater	M_R1	1	ngL	2.127184	Water
0527_Amitriptyline	CASRN=50-48-6	KRMDCWKBEZIMAB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	non-selective monoamine reuptake inhibitor	Neuroactive	Serotonin-noradrenaline reuptake inhibition (SNRI), Serotonin receptor antagonist	Sodium-dependent serotonin and noradrenaline transporter, Serotonin 5-HT2A receptor	Freshwater	M_T1	1	ngL	6.764617	Water
0529_Atorvastatin	CASRN=134523-00-5	XUKUURHRXDUEBC-KAYWLYCHSA-N	LC-HRMS	pharmaceutical	lipid-lowering	Statin (HMG-CoA reductase inhibitor)	Lipid metabolism, Sterol biosynthesis inhibition	HMG-CoA reductase inhibition	3-Hydroxy-3-methylglutaryl-CoA (HMG-CoA) reductase	Freshwater	A_R2	5	ngL	1.817524	Water
0529_Atorvastatin	CASRN=134523-00-5	XUKUURHRXDUEBC-KAYWLYCHSA-N	LC-HRMS	pharmaceutical	lipid-lowering	Statin (HMG-CoA reductase inhibitor)	Lipid metabolism, Sterol biosynthesis inhibition	HMG-CoA reductase inhibition	3-Hydroxy-3-methylglutaryl-CoA (HMG-CoA) reductase	Freshwater	M_R1	5	ngL	2.205146	Water
0529_Atorvastatin	CASRN=134523-00-5	XUKUURHRXDUEBC-KAYWLYCHSA-N	LC-HRMS	pharmaceutical	lipid-lowering	Statin (HMG-CoA reductase inhibitor)	Lipid metabolism, Sterol biosynthesis inhibition	HMG-CoA reductase inhibition	3-Hydroxy-3-methylglutaryl-CoA (HMG-CoA) reductase	Freshwater	M_T1	5	ngL	46881.816642	Water
0531_Azelastine	CASRN=58581-89-8	MBUVEWMHONZEQD-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihistamine	other	Antihistamine	Histamine receptor antagonist	Histamine H1 receptor	Freshwater	M_R1	2	ngL	0.502727	Water
0531_Azelastine	CASRN=58581-89-8	MBUVEWMHONZEQD-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihistamine	other	Antihistamine	Histamine receptor antagonist	Histamine H1 receptor	Freshwater	M_T1	2	ngL	0.784041	Water
0534_Benzoylecgonin	CASRN=519-09-5	GVGYEFKIHJTNQZ-RFQIPJPRSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	unknown	n/a	n/a	Freshwater	A_R2	0.5	ngL	3.184943	Water
0534_Benzoylecgonin	CASRN=519-09-5	GVGYEFKIHJTNQZ-RFQIPJPRSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	unknown	n/a	n/a	Freshwater	M_R1	0.5	ngL	22.205737	Water
0534_Benzoylecgonin	CASRN=519-09-5	GVGYEFKIHJTNQZ-RFQIPJPRSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	unknown	n/a	n/a	Freshwater	M_T1	0.5	ngL	35.856172	Water
0534_Benzoylecgonin	CASRN=519-09-5	GVGYEFKIHJTNQZ-RFQIPJPRSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	unknown	n/a	n/a	Freshwater	M_T2	0.5	ngL	13.418733	Water
0536_Bisoprolol	CASRN=66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Freshwater	A_R1	0.7	ngL	0.033398	Water
0536_Bisoprolol	CASRN=66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Freshwater	A_R2	0.7	ngL	1.976886	Water
0536_Bisoprolol	CASRN=66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Freshwater	A_RS1	0.7	ngL	0.201366	Water
0536_Bisoprolol	CASRN=66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Freshwater	A_RS2	0.7	ngL	0.076311	Water
0536_Bisoprolol	CASRN=66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Freshwater	M_R1	0.7	ngL	1.874713	Water
0536_Bisoprolol	CASRN=66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Freshwater	M_RS1	0.7	ngL	0.099209	Water
0536_Bisoprolol	CASRN=66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Freshwater	M_T1	0.7	ngL	8.228803	Water
0536_Bisoprolol	CASRN=66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Freshwater	M_T2	0.7	ngL	0.331622	Water
0536_Bisoprolol	CASRN=66722-44-9	VHYCDWMUTMEGQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist	Beta-1-adrenergic receptor	Freshwater	M_T3	0.7	ngL	0.064987	Water
0548_Cocaine	CASRN=50-36-2	ZPUCINDJVBIVPJ-LJISPDSOSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Sodium channel inhibition, Dopamine transporter inhibitor, Noradrenaline transporter inhibition, Serotonin transporter inhibition	Sodium channels, Sodium-dependent dopamine, noradrenaline and serotonine transporter inhibitor	Freshwater	M_T1	0.5	ngL	9.898635	Water
0551_Desloratadine	CASRN=100643-71-8	JAUOIFJMECXRGI-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihistamine	other	Antihistamine	Histamine receptor antagonist	Histamine H1 receptor	Freshwater	A_R2	15	ngL	71.462209	Water
0551_Desloratadine	CASRN=100643-71-8	JAUOIFJMECXRGI-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihistamine	other	Antihistamine	Histamine receptor antagonist	Histamine H1 receptor	Freshwater	M_T1	15	ngL	109.014328	Water
0557_Duloxetine	CASRN=116539-59-4	ZEUITGRIYCTCEM-KRWDZBQOSA-N	LC-HRMS	pharmaceutical	antidepressant	other	Neuroactive	Serotonin-noradrenaline reuptake inhibition (SNRI), Dopamine reuptake inhibition (DRI)	Sodium-dependent serotonin, noradrenaline and dopamine transporter	Freshwater	M_R1	10	ngL	1481.784547	Water
0557_Duloxetine	CASRN=116539-59-4	ZEUITGRIYCTCEM-KRWDZBQOSA-N	LC-HRMS	pharmaceutical	antidepressant	other	Neuroactive	Serotonin-noradrenaline reuptake inhibition (SNRI), Dopamine reuptake inhibition (DRI)	Sodium-dependent serotonin, noradrenaline and dopamine transporter	Freshwater	M_T1	10	ngL	2.801196	Water
0559_Ephedrine	CASRN=299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Freshwater	A_R1	0.5	ngL	11.384868	Water
0559_Ephedrine	CASRN=299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Freshwater	A_R2	0.5	ngL	11.366711	Water
0559_Ephedrine	CASRN=299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Freshwater	A_RS1	0.5	ngL	3.068667	Water
0559_Ephedrine	CASRN=299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Freshwater	A_RS2	0.5	ngL	3.714332	Water
0559_Ephedrine	CASRN=299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Freshwater	M_R1	0.5	ngL	25.666638	Water
0559_Ephedrine	CASRN=299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Freshwater	M_RS1	0.5	ngL	2.855344	Water
0559_Ephedrine	CASRN=299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Freshwater	M_T1	0.5	ngL	65.641628	Water
0559_Ephedrine	CASRN=299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Freshwater	M_T2	0.5	ngL	4.325211	Water
0559_Ephedrine	CASRN=299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	Freshwater	M_T3	0.5	ngL	3.860601	Water
0567_Fluconazole	CASRN=86386-73-4	RFHAOTPXVQNOHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antimycotics	azole	Sterol biosynthesis inhibition	C14-demethylase inhibition	C14-demethylase	Freshwater	A_R1	2	ngL	0.936066	Water
0567_Fluconazole	CASRN=86386-73-4	RFHAOTPXVQNOHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antimycotics	azole	Sterol biosynthesis inhibition	C14-demethylase inhibition	C14-demethylase	Freshwater	A_R2	2	ngL	14.259673	Water
0567_Fluconazole	CASRN=86386-73-4	RFHAOTPXVQNOHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antimycotics	azole	Sterol biosynthesis inhibition	C14-demethylase inhibition	C14-demethylase	Freshwater	M_R1	2	ngL	112.158407	Water
0567_Fluconazole	CASRN=86386-73-4	RFHAOTPXVQNOHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antimycotics	azole	Sterol biosynthesis inhibition	C14-demethylase inhibition	C14-demethylase	Freshwater	M_T1	2	ngL	174.839536	Water
0567_Fluconazole	CASRN=86386-73-4	RFHAOTPXVQNOHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antimycotics	azole	Sterol biosynthesis inhibition	C14-demethylase inhibition	C14-demethylase	Freshwater	M_T2	2	ngL	2.951763	Water
0572_Glimepiride	CASRN=93479-97-1	WIGIZIANZCJQQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidiabetic	sulfonylurea	Metabolic system	ATP-sensitive potassium channel inhibition (on pancreatic beta cells)	ATP-sensitive potassium channel in the membrane of β cells	Freshwater	A_R2	1	ngL	766.843199	Water
0572_Glimepiride	CASRN=93479-97-1	WIGIZIANZCJQQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidiabetic	sulfonylurea	Metabolic system	ATP-sensitive potassium channel inhibition (on pancreatic beta cells)	ATP-sensitive potassium channel in the membrane of β cells	Freshwater	M_R1	1	ngL	3.473248	Water
0572_Glimepiride	CASRN=93479-97-1	WIGIZIANZCJQQY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidiabetic	sulfonylurea	Metabolic system	ATP-sensitive potassium channel inhibition (on pancreatic beta cells)	ATP-sensitive potassium channel in the membrane of β cells	Freshwater	M_T1	1	ngL	2.541402	Water
0581_Lorazepam	CASRN=846-49-1	DIWRORZWFLOCLC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Freshwater	A_R2	2	ngL	0.566589	Water
0581_Lorazepam	CASRN=846-49-1	DIWRORZWFLOCLC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Freshwater	M_R1	2	ngL	2.564548	Water
0581_Lorazepam	CASRN=846-49-1	DIWRORZWFLOCLC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Freshwater	M_T1	2	ngL	4.387107	Water
0587_Memantine	CASRN=19982-08-2	BUGYDGFZZOZRHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-dementia	anticholinesterase	Neuroactive	NMDA receptor antagonist	NMDA receptor	Freshwater	A_R2	1	ngL	2.376205	Water
0587_Memantine	CASRN=19982-08-2	BUGYDGFZZOZRHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-dementia	anticholinesterase	Neuroactive	NMDA receptor antagonist	NMDA receptor	Freshwater	M_R1	1	ngL	9.538187	Water
0587_Memantine	CASRN=19982-08-2	BUGYDGFZZOZRHP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-dementia	anticholinesterase	Neuroactive	NMDA receptor antagonist	NMDA receptor	Freshwater	M_T1	1	ngL	17.688924	Water
0608_Oxazepam	CASRN=604-75-1	ADIMAYPTOBDMTL-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Freshwater	A_R2	1	ngL	0.892393	Water
0608_Oxazepam	CASRN=604-75-1	ADIMAYPTOBDMTL-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Freshwater	M_R1	1	ngL	3555.586211	Water
0608_Oxazepam	CASRN=604-75-1	ADIMAYPTOBDMTL-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anxiolytic	benzodiazepine	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	Freshwater	M_T1	1	ngL	7.622124	Water
0617_Sertraline	CASRN=79617-96-2	VGKDLMBJGBXTGI-SJCJKPOMSA-N	LC-HRMS	pharmaceutical	antidepressant	SSRI	Neuroactive	Selective Serotonin reuptake inhibition (SSRI)	Sodium-dependent serotonin transporter	Freshwater	A_R2	2	ngL	0.82034	Water
0617_Sertraline	CASRN=79617-96-2	VGKDLMBJGBXTGI-SJCJKPOMSA-N	LC-HRMS	pharmaceutical	antidepressant	SSRI	Neuroactive	Selective Serotonin reuptake inhibition (SSRI)	Sodium-dependent serotonin transporter	Freshwater	M_R1	2	ngL	1.942173	Water
0617_Sertraline	CASRN=79617-96-2	VGKDLMBJGBXTGI-SJCJKPOMSA-N	LC-HRMS	pharmaceutical	antidepressant	SSRI	Neuroactive	Selective Serotonin reuptake inhibition (SSRI)	Sodium-dependent serotonin transporter	Freshwater	M_RS1	2	ngL	0.430284	Water
0617_Sertraline	CASRN=79617-96-2	VGKDLMBJGBXTGI-SJCJKPOMSA-N	LC-HRMS	pharmaceutical	antidepressant	SSRI	Neuroactive	Selective Serotonin reuptake inhibition (SSRI)	Sodium-dependent serotonin transporter	Freshwater	M_T1	2	ngL	10.51956	Water
0618_Telmisartan	CASRN=144701-48-4	RMMXLENWKUUMAY-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	Sartan (Angiotensin II receptor blocker)	Cardiovascular system, Lipid metabolism	AT1 antagonist, partial PPARγ agonist	Angiotensin II type 1 receptor (AT1) receptor, Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	A_R1	0.5	ngL	0.024274	Water
